Borough,Start_Time,End_Time,Student_Enrollment,Percent_White,Percent_Black,Percent_Hispanic,Percent_Asian,Average_SAT_Math,Male_Percent,Disabilities_Percent,EngLearner_Percent,Poverty_Percent,Parent_Response_Rate,Teacher_Response_Rate,Instructional_Core_Satisfaction,Systems_for_Improvement_Satisfaction,School_Culture_Satisfaction,Class_Hours,weighted
Queens,165.221133350761,309.789625032678,20508.0731771633,38.0122120522827,18.9238241498808,82.6490571983707,74.4630550341904,127.930834894048,1123.50370678518,20.6526416688452,89.6842178124485,1875.25986353114,309.789625032678,1755.47454185184,1879.39039186491,1776.12718352069,1838.08510852722,144.568491681916,20.6526416688452
Queens,185.873775019607,313.920153366447,12866.5957596906,73.1899402224788,50.4409181524465,58.634470176579,73.0100902469949,133.153897708509,821.975138420038,22.7179058357297,-47.5544648376306,921.107818430495,888.063591760343,1672.86397517646,1900.04303353376,1838.08510852722,1920.6956752026,130.800063902686,20.6526416688452
Queens,165.221133350761,315.985417533331,10512.1946094422,53.131238543356,20.5132729549265,78.6634801959688,75.8729689793767,124.991628953695,976.869950936377,33.0442266701523,85.6321369817006,2065.26416688452,1218.50585846187,1714.16925851415,2003.30624187798,1941.34831687145,1941.34831687145,154.894812516339,20.6526416688452
Queens,147.666387932243,290.169615447275,20033.0624187798,46.4951228086299,55.9283904246081,83.2811405712531,60.0351859558141,125.84831294485,1553.07865349716,371.747550039213,44.9143680225166,1656.34186184138,144.568491681916,1982.65360020914,1796.77982518953,1734.821900183,1776.12718352069,141.126384737109,20.6526416688452
Queens,165.221133350761,309.789625032678,12598.1114179956,49.5228718285225,33.2391444937557,86.0205993746491,61.1339898479692,127.418759694408,1084.26368761437,237.50537919172,34.049155828507,1672.86397517646,371.747550039213,1755.47454185184,1817.43246685838,1796.77982518953,1838.08510852722,144.568491681916,20.6526416688452
Queens,168.319029601088,312.887521283005,9871.962717708,56.4719123629753,40.7699880556988,81.6036206661376,63.9318551069408,127.888643578723,993.392064271453,225.113794190413,31.9612539526509,1697.64714517907,1734.821900183,2065.26416688452,1858.73775019607,1796.77982518953,1900.04303353376,144.568491681916,20.6526416688452
Queens,165.221133350761,313.920153366447,11813.3110345794,61.5576486355018,32.3960624687213,75.1800411666982,75.0167783270099,127.633669455382,0,194.134831687145,25.2741954724279,1660.47239017515,1094.59000844879,1962.00095854029,1920.6956752026,1858.73775019607,1941.34831687145,151.452705571531,20.6526416688452
Queens,174.514822101742,315.985417533331,51548.9936054376,57.5178392296538,35.9452242457266,80.2919010565864,69.1843687394823,126.893664248463,1144.15634845402,272.614870028756,55.9283904246081,1579.92708766666,289.136983363833,929.368875098033,1569.60076683223,1569.60076683223,1548.94812516339,139.405331264705,20.6526416688452
Queens,171.210399434727,320.1159458671,43845.5582629583,45.6067001689657,53.9048361601777,84.6620370199938,57.0014962939508,125.233183071869,1030.56681927537,363.486493371675,51.3198866186021,1743.08295685053,371.747550039213,1879.39039186491,1755.47454185184,1776.12718352069,1693.51661684531,151.796916266012,20.6526416688452
Queens,153.862180432897,312.887521283005,16687.3344684269,75.5560424276817,54.0561382410509,72.5226896520448,48.7578717175499,129.783971027544,625.775042566009,150.76428418257,-14.3153203438749,807.518289251847,681.537175071891,1982.65360020914,1817.43246685838,1776.12718352069,1900.04303353376,154.894812516339,20.6526416688452
Queens,165.221133350761,309.789625032678,9871.962717708,73.1899402224788,19.7338354846321,63.1703811427531,76.0296269366042,133.219254224028,898.389912594766,12.3915850013071,-47.5544648376306,881.867799259689,681.537175071891,681.537175071891,1817.43246685838,1610.90605016992,1879.39039186491,144.568491681916,20.6526416688452
Brooklyn,180.166404299027,343.811973507437,11787.8390916835,17.6026676034613,95.0401256662933,65.1405528337749,43.1220901555306,133.706275584467,1239.06263179628,383.997788592721,32.5642408793452,1859.71022033568,290.230886727057,1540.45624493592,1674.40896188687,1585.10715058623,1607.43260341139,168.557168829945,22.3254528251582
Brooklyn,204.277893350198,341.579428224921,7702.28122467959,58.9181499152135,64.2794093326757,73.4150612099178,83.3386011293987,135.480349193327,1138.59809408307,51.3485414978639,97.6907569614316,2232.54528251582,2076.26711273971,2232.54528251582,2210.21982969066,2165.56892404035,2143.24347121519,139.534080157239,22.3254528251582
Brooklyn,185.301258448813,338.230610301147,10403.6610165237,51.4062548695511,86.426315545729,80.2503756050723,32.5642408793452,134.691381834881,1053.76137334747,417.485967830459,52.2818750508238,1652.08350906171,267.905433901899,1562.78169776108,1808.36167883782,1696.73441471203,1741.38532036234,150.696806569818,22.3254528251582
Brooklyn,188.650076372587,337.114337659889,5581.36320628956,42.4654118489528,89.424899302824,79.7542340131582,20.4566055085862,133.368004676264,1357.38753176962,767.995577185443,44.380194982062,1919.98894296361,357.207245202532,2076.26711273971,1853.01258448813,1719.05986753718,1808.36167883782,143.254988961432,22.3254528251582
Brooklyn,187.533803731329,358.770026900293,10225.0573939225,28.5974281390118,94.7857017979701,66.6567012510593,42.4654118489528,138.877492387205,1652.08350906171,457.671782915744,20.4566055085862,1643.15332793165,669.763584754747,1763.7107731875,1808.36167883782,1741.38532036234,1808.36167883782,166.324623547429,22.3254528251582
Brooklyn,185.301258448813,339.346882942405,10492.9628278244,35.9314301890686,95.9995096414828,60.309112323459,28.5974281390118,133.594087143235,0,375.067607462658,23.7701493311639,1882.03567316084,803.716301705696,1919.98894296361,1919.98894296361,1830.68713166297,1853.01258448813,152.557260971914,22.3254528251582
Brooklyn,187.533803731329,343.811973507437,10001.8028656709,0,95.3229289909749,69.0089224730124,16.5640871889789,136.192382981743,1015.8081035447,314.788884834731,-4.98178082810367,1768.17586375253,1138.59809408307,2165.56892404035,2009.29075426424,2009.29075426424,1986.96530143908,156.278169776108,22.3254528251582
Brooklyn,178.603622601266,334.881792377373,13305.9698837943,33.5792089671155,92.814037281684,71.9519840606674,34.0698980122141,134.63777928134,1156.4584563432,475.53214517587,49.5447226926966,1978.03512030902,759.06539605538,1964.63984861392,1830.68713166297,1763.7107731875,1830.68713166297,156.278169776108,22.3254528251582
Brooklyn,185.301258448813,341.579428224921,14154.3370911503,17.6026676034613,96.2405425125276,66.6567012510593,21.3322256898588,133.424740292122,1629.75805623655,408.555786700396,18.5950733317316,1859.71022033568,647.438131929589,2031.6162070894,1853.01258448813,1853.01258448813,1786.03622601266,156.278169776108,22.3254528251582
Brooklyn,185.301258448813,357.207245202532,8639.95024333623,-11.4044133652697,97.150713311207,67.7566997313063,-11.4044133652697,132.141985520694,790.321030010601,535.810867803797,22.1747956018458,1748.08295620989,223.254528251582,1495.8053392856,1763.7107731875,1696.73441471203,1719.05986753718,167.440896188687,22.3254528251582
Brooklyn,178.603622601266,334.881792377373,7880.88484728085,-7.96292963482013,100.583975552768,48.0390655598276,-7.96292963482013,132.73420732317,1283.7135374466,493.392507435997,40.0018415042815,1676.64150716938,200.929075426424,1205.57445255854,1875.33803731329,1830.68713166297,1853.01258448813,156.278169776108,22.3254528251582
Brooklyn,185.301258448813,341.579428224921,7612.97941337895,-20.4566055085862,100.780460454235,42.7961653477497,5.85740100937631,132.49920038661,1328.36444309691,457.671782915744,30.3844178331753,1676.64150716938,937.669018656645,2143.24347121519,2098.59256556487,2098.59256556487,2031.6162070894,156.278169776108,22.3254528251582
Brooklyn,178.603622601266,334.881792377373,9465.99199786709,2.1278429229788,100.657860185536,42.1296844272603,9.0521921433165,133.650251834052,1085.01700730269,406.32324141788,38.0592731120474,1926.68657881115,1183.24899973339,2232.54528251582,2076.26711273971,2053.94165991456,1986.96530143908,156.278169776108,22.3254528251582
Brooklyn,181.95244052504,360.556063126305,12636.2062990396,4.07041131521284,100.559292904786,39.2449740116464,-11.4044133652697,131.656630474623,1297.10880914169,287.998341444541,66.5436607420889,1712.36223168964,1428.82898081013,2232.54528251582,2076.26711273971,2053.94165991456,1964.63984861392,178.603622601266,22.3254528251582
Brooklyn,185.301258448813,338.230610301147,10135.7555826218,4.07041131521284,96.6561879480605,63.8999307433172,37.6496202823283,137.26733888749,727.809762100158,225.487073534098,10.4930438523788,1877.57058259581,893.018113006329,1719.05986753718,2053.94165991456,1964.63984861392,2053.94165991456,150.696806569818,22.3254528251582
Brooklyn,189.766349013845,343.811973507437,6228.80133821914,9.0521921433165,98.6257031785994,56.5659286932603,4.07041131521284,132.021632383809,1049.29628278244,433.11378480807,30.949649360965,1857.47767505316,602.787226279272,1428.82898081013,1964.63984861392,1875.33803731329,1897.66349013845,152.557260971914,22.3254528251582
Brooklyn,178.603622601266,323.719065964794,7121.81945122547,19.5452359956953,99.8823323080089,44.9836223323851,-2.35222122195315,132.966766226302,1232.36499594873,616.182497974367,38.8566954801853,1839.61731279304,1451.15443363528,2232.54528251582,1763.7107731875,1875.33803731329,1741.38532036234,152.557260971914,22.3254528251582
Brooklyn,188.650076372587,344.928246148695,11073.4246012785,60.606789437878,64.0271416449088,67.4323533075499,85.7654716541359,135.272669064783,0,310.323794269699,53.5340977925299,2069.56947689217,401.858150852848,1897.66349013845,2076.26711273971,1964.63984861392,2031.6162070894,156.278169776108,22.3254528251582
Brooklyn,207.626711273972,360.556063126305,71887.9580970095,65.3806137793146,54.7197986921289,75.4822371041924,82.4672533532343,138.921832923776,1272.55081103402,305.858703704668,79.0535203445992,1801.66404299027,915.343565831487,2165.56892404035,1964.63984861392,1964.63984861392,1897.66349013845,150.696806569818,22.3254528251582
Brooklyn,185.301258448813,339.346882942405,9019.48294136392,-4.98178082810367,97.4365744871953,64.404482224642,5.85740100937631,131.285561774676,1015.8081035447,457.671782915744,36.3735328105837,1817.29185996788,379.53269802769,2076.26711273971,2031.6162070894,1986.96530143908,1964.63984861392,152.557260971914,22.3254528251582
Brooklyn,178.603622601266,338.230610301147,9399.01563939161,-4.98178082810367,95.817011735681,69.9040493858233,-4.98178082810367,129.602266892221,832.739390378402,493.392507435997,33.0774922839438,1808.36167883782,625.11267910443,937.669018656645,1853.01258448813,1719.05986753718,1719.05986753718,161.859532982397,22.3254528251582
Brooklyn,178.603622601266,334.881792377373,20450.1147878449,-11.4044133652697,99.5747437067621,48.2971661549629,27.9685005542485,137.786010538498,991.250105437025,118.324899973339,-35.9314301890686,1154.22591106068,334.881792377373,893.018113006329,1808.36167883782,1786.03622601266,1853.01258448813,156.278169776108,22.3254528251582
Brooklyn,178.603622601266,315.905157475989,15449.2133550095,21.3322256898588,58.434547190703,98.5987563402945,-20.4566055085862,131.778962029059,1205.57445255854,732.27485266519,69.8063448411502,2232.54528251582,736.739943230221,1897.66349013845,1897.66349013845,1853.01258448813,1786.03622601266,139.534080157239,22.3254528251582
Brooklyn,178.603622601266,319.253975399763,15092.006109807,58.2709900282322,66.3158480222439,59.8550196625445,80.1273700441816,143.725720756275,1221.20226953615,49.1159962153481,-35.9314301890686,1542.68879021843,446.509056503165,1518.13079211076,2076.26711273971,2009.29075426424,2076.26711273971,145.115443363528,22.3254528251582
Brooklyn,178.603622601266,341.579428224921,6161.82497974367,9.0521921433165,81.2694322292198,91.1084213666363,-4.98178082810367,132.850789587176,1085.01700730269,493.392507435997,72.3049629996523,1853.01258448813,468.834509328323,1451.15443363528,1875.33803731329,1808.36167883782,1786.03622601266,167.440896188687,22.3254528251582
Brooklyn,187.533803731329,341.579428224921,11609.2354690823,20.4566055085862,82.3000207149163,89.8278967582726,14.3296786563863,132.261693329348,1241.2951770788,524.648141391218,56.5659286932603,1962.40730333141,44.6509056503165,2143.24347121519,2053.94165991456,2009.29075426424,1919.98894296361,152.557260971914,22.3254528251582
Brooklyn,179.719895242524,317.021430117247,6340.42860234494,9.0521921433165,96.6267542551681,65.853127773136,21.3322256898588,132.617013075971,895.250658288845,526.880686673734,54.3315201606678,1855.24512977065,468.834509328323,1786.03622601266,1786.03622601266,1808.36167883782,1719.05986753718,139.534080157239,22.3254528251582
Brooklyn,178.603622601266,334.881792377373,7233.44671535127,15.4748246804825,95.3852906315933,71.4118257889795,5.85740100937631,131.717880040682,1701.19950527706,578.229228171598,34.5500337823229,1902.12858070348,1071.62173560759,1919.98894296361,1986.96530143908,1919.98894296361,1897.66349013845,156.278169776108,22.3254528251582
Brooklyn,178.603622601266,336.444574075134,11296.6791295301,-7.96292963482013,94.7536939748171,74.5518752866043,2.1278429229788,129.195104491734,640.740496082041,669.763584754747,40.0018415042815,1951.24457691883,1294.87626385918,2165.56892404035,2031.6162070894,1986.96530143908,1964.63984861392,158.882805939043,22.3254528251582
Brooklyn,178.603622601266,338.230610301147,7121.81945122547,15.4748246804825,96.1203513591127,70.0013282012827,-20.4566055085862,133.254099057619,1288.17862801163,636.275405517009,46.1436470326903,1714.59477697215,223.254528251582,1406.50352798497,1986.96530143908,2053.94165991456,1964.63984861392,161.859532982397,22.3254528251582
